Branch,ID,LoanApplicationID,ContractCustomerID,Account,Currency,Amount,Disbursed,ApprovedAmount,OutstandingAmount,DisbursedStat,ValueDate,Installment,Term,Cycle,MaturityDate,LoanProduct,Category,InterestRate,IRR,FreqType,Frequency,DeliqMode,LoanPurpose,ContractVB,Group,SourceOfFund,TotalInterest,AccrInterest,AccrCurrentInt,AccrIntCurrMonth,AccrIntPreMonth,IntIncEarned,AccrIntPerDay,NextAccrDate,Suspend,ContractOfficerID,LoanType,AssetClass,MoreThanOneYear,NextRunDate,Penalty,FirstCollectionDate,Classification,Sector,Industry,Ownership,LoanStatus,ClosedDate,WatchDay,FirstDueDate,MinAssetClass,DoneWatchDay,Vendor,OutstandingAmountAS,RepoStatus,AssetPrice,InstallmentAmount,DueDate
HO,LC23032800023,LA23031600036,CU010215,DD014510,USD,0,2750,2750,0,Y,28/03/2023,47,48,1,20/02/2027,102,123210005,18,,1,1,3,3,,,,1643.24,0,0,0,0,609.3042298,0,,N,1037,N,0,Y,16/01/2024,Y,20/04/2023,A,,,,TMN,16/01/2024,0,,0,0,94092,0,RepoForSale,0,0,
HO,LC23032800025,LA23032700033,CU015925,DD020837,USD,0,2850,2850,0,Y,28/03/2023,36,36,1,01/04/2026,102,123210005,18,,1,1,3,3,,,,1889.52,0,0,0,0,1719.5,0,,N,1002,N,0,Y,31/01/2026,Y,01/05/2023,A,,,,TMN,31/01/2026,0,,0,0,94007,0,,2850,130.54,1
HO,LC23032800027,LA23032600053,CU013224,DD020521,USD,0,2950,2950,0,Y,28/03/2023,36,36,1,01/04/2026,102,123210005,18,,1,1,3,3,,,,1955.82,0,0,0,0,1429.195878,0,,N,1010,N,40,Y,30/12/2024,Y,01/05/2023,A,,,,WOF,30/12/2024,0,01/11/2023,0,0,94008,0,,2950,135.12,1
HO,LC23032800029,LA23032400031,CU014265,DD018989,USD,0,2750,2750,0,Y,28/03/2023,36,36,1,15/03/2026,102,123210005,18,,1,1,3,3,,,,1697.3,0,0,0,0,1213.82,0,,N,1017,N,0,Y,12/11/2024,Y,15/04/2023,A,,,,TMN,12/11/2024,0,,0,0,94093,0,,2750,125.96,15
HO,LC23032800030,LA23032700045,CU016056,DD020977,USD,0,2750,2750,0,Y,28/03/2023,36,36,1,01/04/2026,102,123210005,18,,1,1,3,3,,,,1823.2,0,0,0,0,1823.2,0,,N,1017,N,0,Y,02/04/2026,Y,01/05/2023,A,,,,TMN,10/04/2026,0,,0,0,94093,0,,2750,125.96,1
HO,LC23032800032,LA23032500002,CU014624,DD019416,USD,0,2850,2850,0,Y,28/03/2023,36,36,1,01/04/2026,102,123210005,18,,1,1,3,3,,,,1999.21,0,0,0,0,1220.23,0,,N,1003,N,20,Y,17/08/2024,Y,01/05/2023,A,,,,TMN,17/08/2024,0,01/12/2023,0,0,94028,0,RepoForSale,2850,133.48,1
HO,LC23032800033,LA23032600015,CU015147,DD020100,USD,0,2850,2850,0,Y,28/03/2023,36,36,1,10/04/2026,102,123210005,18,,1,1,3,3,,,,1960.7,0,0,0,0,1369.42,0,,N,1002,N,30,Y,04/12/2024,Y,10/05/2023,A,,,,TMN,04/12/2024,0,10/01/2024,0,0,94007,0,Repossession,2850,130.54,10
HO,LC23032800034,LA23032300036,CU013756,DD018489,USD,0,2850,2850,0,Y,28/03/2023,24,24,1,01/04/2025,102,123210005,18,,1,1,3,3,,,,1216.16,0,0,0,0,1129.99,0,,N,1019,N,40,Y,24/03/2025,Y,01/05/2023,A,,,,TMN,24/03/2025,0,01/03/2024,0,0,94027,0,Repossession,2850,168.29,1
HO,LC23032800035,LA23032700035,CU015937,DD020850,USD,0,2800,2800,0,Y,28/03/2023,36,36,1,01/04/2026,102,123210005,18,,1,1,3,3,,,,1856.34,0,0,0,0,569.650917,0,,N,1018,N,0,Y,17/01/2024,Y,01/05/2023,A,,,,TMN,17/01/2024,0,,0,0,94008,0,RepoForSale,0,0,
HO,LC23032800037,LA23032100013,CU012449,DD017014,USD,0,2750,2750,0,Y,28/03/2023,48,48,1,20/03/2027,102,123210005,18,,1,1,3,3,,,,2541.82,0,0,0,0,676.3334826,0,,N,1004,N,0,Y,17/01/2024,Y,20/04/2023,A,,,,TMN,17/01/2024,0,,0,0,94033,0,RepoForSale,0,0,
HO,LC23032800038,LA23032000016,CU011947,DD016357,USD,0,2650,2650,0,Y,28/03/2023,36,36,1,20/03/2026,102,123210005,18,,1,1,3,3,,,,1765.82,0,0,0,0,1765.82,0,,N,1004,N,0,Y,21/03/2026,Y,20/04/2023,A,,,,TMN,24/04/2026,0,,0,0,94031,0,,2650,124.11,20
HO,LC23032800041,LA23032600020,CU015216,DD020177,USD,0,2700,2700,0,Y,28/03/2023,36,36,1,15/03/2026,102,123210005,18,,1,1,3,3,,,,1757.8,0,0,0,0,1757.8,0,,N,1027,N,0,Y,16/03/2026,Y,15/04/2023,A,,,,TMN,24/04/2026,0,,0,0,94101,0,,2700,126.45,15
HO,LC23032800042,LA23032500034,CU014946,DD019862,USD,0,2550,2550,0,Y,28/03/2023,24,24,1,01/04/2025,102,123210005,18,,1,1,3,3,,,,1149.03,0,0,0,0,1052.79,0,,N,1028,N,0,Y,30/01/2025,Y,01/05/2023,A,,,,TMN,30/01/2025,0,,0,0,94070,0,,2550,153.01,1
HO,LC23032800043,LA23032600009,CU015086,DD020055,USD,0,2700,2700,0,Y,28/03/2023,36,36,1,15/03/2026,102,123210005,18,,1,1,3,3,,,,1757.8,0,0,0,0,568.9792666,0,,N,1027,N,0,Y,17/01/2024,Y,15/04/2023,A,,,,TMN,17/01/2024,0,,0,0,94066,0,RepoForSale,0,0,
HO,LC23032800047,LA23032500006,CU014668,DD019456,USD,0,2550,2550,0,Y,28/03/2023,36,36,1,01/04/2026,102,123210005,18,,1,1,3,3,,,,1788.77,0,0,0,0,1226.56,0,,N,1028,N,15,Y,10/11/2024,Y,01/05/2023,A,,,,TMN,10/11/2024,0,01/03/2024,0,0,94069,0,RepoForSale,2550,119.43,1
HO,LC23032800049,LA23032400038,CU014359,DD019087,USD,0,2800,2800,0,Y,28/03/2023,36,36,1,01/04/2026,102,123210005,18,,1,1,3,3,,,,1964.11,0,0,0,0,1096,0,,N,1026,N,0,Y,24/06/2024,Y,01/05/2023,A,,,,TMN,24/06/2024,0,,0,0,94060,0,RepoForSale,2800,,
HO,LC23032800050,LA23032600024,CU015259,DD020215,USD,0,2700,2700,0,Y,28/03/2023,36,36,1,15/03/2026,102,123210005,18,,1,1,3,3,,,,1757.8,0,0,0,0,531.1092666,0,,N,1027,N,0,Y,17/01/2024,Y,15/04/2023,A,,,,TMN,17/01/2024,0,,0,0,94101,0,RepoForSale,0,0,
HO,LC23032800051,LA23032800018,CU016397,DD021359,USD,0,2850,2850,0,Y,28/03/2023,36,36,1,15/03/2026,102,123210005,18,,1,1,3,3,,,,1759.28,0,0,0,0,1759.28,0,,N,1009,N,0,Y,15/03/2026,Y,15/04/2023,A,,,,TMN,15/03/2026,0,,0,0,94046,0,,2850,130.54,15
HO,LC23032800054,LA23032600003,CU015025,DD020010,USD,0,2700,2700,0,Y,28/03/2023,36,36,1,01/04/2026,102,123210005,18,,1,1,3,3,,,,1894.22,0,0,0,0,1556.84,0,,N,1027,N,0,Y,26/05/2025,Y,01/05/2023,A,,,,TMN,26/05/2025,0,,0,0,94070,0,,2700,126.45,1
HO,LC23032900001,LA23032600011,CU015107,DD020068,USD,0,2750,2750,0,Y,29/03/2023,36,36,1,01/04/2026,102,123210005,18,,1,1,3,3,,,,1815.36,0,0,0,0,1140.98,0,,N,1008,N,15,Y,31/08/2024,Y,01/05/2023,A,,,,TMN,31/08/2024,0,01/04/2024,0,0,94093,0,Repossession,2750,125.96,1
HO,LC23032900002,LA23032400026,CU014189,DD018915,USD,0,2700,2700,0,Y,29/03/2023,48,48,1,01/04/2027,102,123210005,18,,1,1,3,3,,,,2473.06,0,0,0,0,560.4373885,0,,N,1024,N,0,Y,17/01/2024,Y,01/05/2023,A,,,,TMN,17/01/2024,0,,0,0,94055,0,RepoForSale,0,0,
HO,LC23032900003,LA23032600044,CU015477,DD020413,USD,0,2700,2700,0,Y,29/03/2023,48,48,1,01/04/2027,102,123210005,18,,1,1,3,3,,,,2418.9,0,0,0,0,386.5160108,0,,N,1024,N,0,Y,17/01/2024,Y,01/05/2023,A,,,,TMN,17/01/2024,0,,0,0,94071,0,RepoForSale,0,0,
HO,LC23032900004,LA23032800042,CU016637,DD021667,USD,0,2750,2750,0,Y,29/03/2023,36,36,1,05/04/2026,102,123210005,18,,1,1,3,3,,,,1846.08,0,0,0,0,1073.03,0,,N,1001,N,30,Y,18/07/2024,Y,05/05/2023,A,,,,TMN,18/07/2024,0,05/11/2023,0,0,94043,0,RepoForSale,2750,,
HO,LC23032900012,LA23032500012,CU014727,DD019522,USD,0,2850,2850,0,Y,29/03/2023,36,36,1,05/04/2026,102,123210005,18,,1,1,3,3,,,,1811.09,0,0,0,0,386.5641817,0,,N,1020,N,0,Y,17/01/2024,Y,05/05/2023,A,,,,TMN,17/01/2024,0,,0,0,94088,0,RepoForSale,0,0,
HO,LC23032900015,LA23032800020,CU016419,DD021425,USD,0,2750,2750,0,Y,29/03/2023,36,36,1,01/04/2026,102,123210005,18,,1,1,3,3,,,,1815.36,0,0,0,0,1064.48,0,,N,1011,N,20,Y,18/07/2024,Y,01/05/2023,A,,,,TMN,18/07/2024,0,01/01/2024,0,0,94009,0,RepoForSale,2750,,
HO,LC23032900016,LA23031900038,CU011636,DD015997,USD,0,2780,2780,0,Y,29/03/2023,48,48,1,20/03/2027,102,123210005,18,,1,1,3,3,,,,2557.3,0,0,0,0,1243.51,0,,N,1037,N,0,Y,20/08/2024,Y,20/04/2023,A,,,,TMN,20/08/2024,0,,0,0,94089,0,,2780,113.09,20
HO,LC23032900017,LA23031900016,CU011361,DD015803,USD,0,1780,1780,0,Y,29/03/2023,48,48,1,20/03/2027,102,123210005,18,,1,1,3,3,,,,1637.3,0,0,0,0,762.26,0,,N,1037,N,0,Y,26/07/2024,Y,20/04/2023,A,,,,TMN,26/07/2024,0,,0,0,94089,0,,1780,,
HO,LC23032900018,LA23032000009,CU011856,DD016305,USD,0,2810,2810,0,Y,29/03/2023,48,48,1,20/03/2027,102,123210005,18,,1,1,3,3,,,,2584.8,0,0,0,0,688.1281112,0,,N,1037,N,0,Y,17/01/2024,Y,20/04/2023,A,,,,TMN,17/01/2024,0,,0,0,94089,0,RepoForSale,0,0,
HO,LC23032900019,LA23032800034,CU016560,DD021582,USD,0,1800,1800,0,Y,29/03/2023,36,36,1,01/04/2026,102,123210005,18,,1,1,3,3,,,,1188.16,0,0,0,0,1020.769838,0,,N,1031,N,40,Y,28/07/2025,Y,01/05/2023,A,,,,WOF,28/07/2025,0,01/02/2024,0,0,94093,0,,1800,82.45,1
HO,LC23032900020,LA23032300023,CU013582,DD018357,USD,0,2700,2700,0,Y,29/03/2023,48,48,1,20/03/2027,102,123210005,18,,1,1,3,3,,,,2483.47,0,0,0,0,1429.49,0,,N,1025,N,20,Y,12/12/2024,Y,20/04/2023,A,,,,TMN,12/12/2024,0,20/09/2023,0,0,94069,0,,2700,109.84,20
HO,LC23032900022,LA23032400001,CU013930,DD018685,USD,0,2300,2300,0,Y,29/03/2023,48,48,1,20/03/2027,102,123210005,18,,1,1,3,3,,,,2115.93,0,0,0,0,531.0227094,0,,N,1025,N,0,Y,17/01/2024,Y,20/04/2023,A,,,,TMN,17/01/2024,0,,0,0,94070,0,RepoForSale,0,0,
HO,LC23032900023,LA23032300046,CU013867,DD018613,USD,0,2300,2300,0,Y,29/03/2023,48,48,1,20/03/2027,102,123210005,18,,1,1,3,3,,,,2115.93,0,0,0,0,768.14,0,,N,1025,N,0,Y,30/03/2024,Y,20/04/2023,A,,,,TMN,30/03/2024,0,,0,0,94070,0,RepoForSale,0,0,
HO,LC23032900024,LA23032700048,CU016086,DD021034,USD,0,2750,2750,0,Y,29/03/2023,36,36,1,01/04/2026,102,123210005,18,,1,1,3,3,,,,1815.36,0,0,0,0,1815.36,0,,N,1013,N,0,Y,02/04/2026,Y,01/05/2023,A,,,,TMN,03/04/2026,0,,0,0,94093,0,,2750,125.96,1
HO,LC23032900026,LA23032600023,CU015250,DD020208,USD,0,2400,2400,0,Y,29/03/2023,36,36,1,20/03/2026,102,123210005,18,,1,1,3,3,,,,1507.9,0,0,0,0,731.21,0,,N,1004,N,0,Y,30/03/2024,Y,20/04/2023,A,,,,TMN,30/03/2024,0,,0,0,94033,0,RepoForSale,0,0,
HO,LC23032900027,LA23032800001,CU016241,DD021163,USD,0,2400,2400,0,Y,29/03/2023,36,36,1,05/04/2026,102,123210005,18,,1,1,3,3,,,,1158.62,0,0,0,0,1061.98,0,,N,1013,N,0,Y,07/10/2025,Y,05/05/2023,A,,,,TMN,07/10/2025,0,,0,0,94022,0,,2400,97.98,5
HO,LC23032900029,LA23032600027,CU015315,DD020258,USD,0,2400,2400,0,Y,29/03/2023,36,36,1,05/04/2026,102,123210005,18,,1,1,3,3,,,,1611.04,0,0,0,0,1131.4,0,,N,1004,N,10,Y,30/11/2024,Y,05/05/2023,A,,,,TMN,30/11/2024,0,05/11/2024,0,0,94033,0,Repossession,2400,109.93,5
HO,LC23032900030,LA23032800003,CU016259,DD021190,USD,0,2100,2100,0,Y,29/03/2023,36,36,1,01/04/2026,102,123210005,18,,1,1,3,3,,,,1386.22,0,0,0,0,1266.65,0,,N,1013,N,0,Y,03/03/2026,Y,01/05/2023,A,,,,TMN,03/03/2026,0,,0,0,94024,0,,2100,96.19,1
HO,LC23032900031,LA23032800023,CU016454,DD021457,USD,0,2950,2950,0,Y,29/03/2023,36,36,1,05/04/2026,102,123210005,18,,1,1,3,3,,,,1980.24,0,0,0,0,654.1002567,0,,N,1004,N,0,Y,17/01/2024,Y,05/05/2023,A,,,,TMN,17/01/2024,0,,0,0,94032,0,RepoForSale,0,0,
HO,LC23032900033,LA23032600007,CU015066,DD020037,USD,0,2700,2700,0,Y,29/03/2023,36,36,1,20/03/2026,102,123210005,18,,1,1,3,3,,,,1790.9,0,0,0,0,1725.75,0,,N,1025,N,0,Y,10/03/2026,Y,20/04/2023,A,,,,TMN,10/03/2026,0,,0,0,94070,0,,2700,126.45,20
HO,LC23032900037,LA23032600025,CU015267,DD020224,USD,0,2678,2678,0,Y,29/03/2023,36,36,1,01/04/2026,102,123210005,18,,1,1,3,3,,,,1870.47,0,0,0,0,1870.47,0,,N,1026,N,0,Y,02/04/2026,Y,01/05/2023,A,,,,TMN,24/04/2026,0,,0,0,94058,0,,2678,125.42,1
HO,LC23032900038,LA23032800049,CU016713,DD021716,USD,0,2950,2950,0,Y,29/03/2023,36,36,1,01/04/2026,102,123210005,18,,1,1,3,3,,,,1947.56,0,0,0,0,1095.57,0,,N,1012,N,0,Y,24/06/2024,Y,01/05/2023,A,,,,TMN,24/06/2024,0,,0,0,94009,0,RepoForSale,2950,,
HO,LC23032900039,LA23032800024,CU016472,DD021475,USD,0,1425,1425,0,Y,29/03/2023,12,12,1,15/04/2024,102,123210005,18,,1,1,3,3,,,,327.16,0,0,0,0,247.61,0,,N,1015,N,0,N,13/11/2023,Y,15/05/2023,A,,,,TMN,13/11/2023,0,,0,0,94028,0,,0,0,
HO,LC23032900040,LA23031900041,CU011667,DD016046,USD,0,2750,2750,0,Y,29/03/2023,48,48,1,20/03/2027,102,123210005,18,,1,1,3,3,,,,2529.6,0,0,0,0,1269.02,0,,N,1037,N,15,Y,08/09/2024,Y,20/04/2023,A,,,,TMN,08/09/2024,0,20/06/2024,0,0,94089,0,Repossession,2750,111.87,20
HO,LC23032900041,LA23032200040,CU013215,DD018015,USD,0,2400,2400,0,Y,29/03/2023,36,36,1,10/04/2026,102,123210005,18,,1,1,3,3,,,,1644.28,0,0,0,0,1024.68,0,,N,1021,N,30,Y,07/09/2024,Y,10/05/2023,A,,,,TMN,07/09/2024,0,10/10/2023,0,0,94052,0,Repossession,2400,109.93,10
HO,LC23032900046,LA23032900001,CU016785,DD021813,USD,0,2950,2950,0,Y,29/03/2023,36,36,1,05/04/2026,102,123210005,18,,1,1,3,3,,,,1980.24,0,0,0,0,1980.24,0,,N,1015,N,0,Y,06/04/2026,Y,05/05/2023,A,,,,TMN,09/04/2026,0,,0,0,94028,0,,2950,135.12,5
HO,LC23033000003,LA23032900042,CU017167,DD022412,USD,0,4000,4000,0,Y,30/03/2023,48,48,1,01/04/2027,102,123210005,18,,1,1,3,3,,,,3647.98,0,0,0,0,1979.84,0,,N,1003,N,20,Y,14/11/2024,Y,01/05/2023,A,,,,TMN,14/11/2024,0,01/07/2024,0,0,94007,0,Repossession,4000,158.31,1
HO,LC23033000004,LA23032800047,CU016695,DD021707,USD,0,2950,2950,0,Y,30/03/2023,36,36,1,01/04/2026,102,123210005,18,,1,1,3,3,,,,1939.4,0,0,0,0,1214.19,0,,N,1003,N,0,Y,28/08/2024,Y,01/05/2023,A,,,,TMN,28/08/2024,0,,0,0,94007,0,,2950,135.12,1
HO,LC23033000005,LA23032700002,CU015587,DD020530,USD,0,2700,2700,0,Y,30/03/2023,48,48,1,01/04/2027,102,123210005,18,,1,1,3,3,,,,2357.08,0,0,0,0,447.5925815,0,,N,1024,N,0,Y,17/01/2024,Y,01/05/2023,A,,,,TMN,17/01/2024,0,,0,0,94055,0,RepoForSale,0,0,
HO,LC23033000007,LA23032700003,CU015607,DD020535,USD,0,2700,2700,0,Y,30/03/2023,48,48,1,01/04/2027,102,123210005,18,,1,1,3,3,,,,2462.36,0,0,0,0,871.76,0,,N,1024,N,20,Y,30/03/2024,Y,01/05/2023,A,,,,TMN,30/03/2024,0,01/11/2023,0,0,94055,0,RepoForSale,0,0,
HO,LC23033000009,LA23032700046,CU016066,DD020987,USD,0,2300,2300,0,Y,30/03/2023,36,36,1,01/04/2026,102,123210005,18,,1,1,3,3,,,,1512,0,0,0,0,959.27,0,,N,1024,N,0,Y,06/09/2024,Y,01/05/2023,A,,,,TMN,06/09/2024,0,,0,0,94055,0,,2300,105.35,1
HO,LC23033000010,LA23032800022,CU016447,DD021445,USD,0,2700,2700,0,Y,30/03/2023,48,48,1,05/04/2027,102,123210005,18,,1,1,3,3,,,,2505.16,0,0,0,0,353.22,0,,N,1024,N,0,Y,18/08/2023,Y,05/05/2023,A,,,,TMN,18/08/2023,0,,0,0,94063,0,,0,0,
HO,LC23033000011,LA23032700027,CU015884,DD020787,USD,0,2700,2700,0,Y,30/03/2023,48,48,1,01/04/2027,102,123210005,18,,1,1,3,3,,,,2462.36,0,0,0,0,932.3,0,,N,1024,N,0,Y,27/04/2024,Y,01/05/2023,A,,,,TMN,27/04/2024,0,,0,0,94055,0,RepoForSale,0,0,
HO,LC23033000012,LA23032700026,CU015867,DD020779,USD,0,2700,2700,0,Y,30/03/2023,48,48,1,01/04/2027,102,123210005,18,,1,1,3,3,,,,2462.36,0,0,0,0,1935.38,0,,N,1024,N,20,Y,11/12/2025,Y,01/05/2023,A,,,,TMN,11/12/2025,0,01/03/2024,0,0,94055,0,RepoForSale,2700,106.86,1
HO,LC23033000013,LA23032600028,CU015304,DD020260,USD,0,1860,1860,0,Y,30/03/2023,48,48,1,01/04/2027,102,123210005,18,,1,1,3,3,,,,1696.66,0,0,0,0,0,0,,N,1024,N,0,Y,30/03/2023,Y,01/05/2023,A,,,,TMN,30/03/2023,0,,0,0,94071,0,,0,0,
HO,LC23033000014,LA23032300031,CU013671,DD018438,USD,0,2700,2700,0,Y,30/03/2023,36,36,1,20/03/2026,102,123210005,18,,1,1,3,3,,,,1023.62,0,0,0,0,522.5005958,0,,N,1037,N,0,Y,06/02/2024,Y,20/04/2023,A,,,,TMN,06/02/2024,0,,0,0,94089,0,,0,0,
HO,LC23033000015,LA23032500015,CU014723,DD019549,USD,0,2700,2700,0,Y,30/03/2023,48,48,1,01/04/2027,102,123210005,18,,1,1,3,3,,,,2462.36,0,0,0,0,517.5605027,0,,N,1024,N,0,Y,17/01/2024,Y,01/05/2023,A,,,,TMN,17/01/2024,0,,0,0,94055,0,RepoForSale,0,0,
HO,LC23033000016,LA23032500029,CU014915,DD019816,USD,0,2700,2700,0,Y,30/03/2023,48,48,1,01/04/2027,102,123210005,18,,1,1,3,3,,,,2462.36,0,0,0,0,1606.69,0,,N,1024,N,0,Y,18/04/2025,Y,01/05/2023,A,,,,TMN,18/04/2025,0,,0,0,94055,0,,2700,106.86,1
HO,LC23033000017,LA23032700013,CU015713,DD020626,USD,0,1698,1698,0,Y,30/03/2023,18,18,1,01/10/2024,102,123210005,18,,1,1,3,3,,,,560.75,0,0,0,0,521.87,0,,N,1026,N,0,Y,15/09/2024,Y,01/05/2023,A,,,,TMN,15/09/2024,0,,0,0,94060,0,,1698,125.03,1
HO,LC23033000019,LA23032900006,CU016825,DD021930,USD,0,3200,3200,0,Y,30/03/2023,24,24,1,01/04/2025,102,123210005,18,,1,1,3,3,,,,1353.04,0,0,0,0,1353.04,0,,N,1007,N,0,Y,02/04/2025,Y,01/05/2023,A,,,,MRT,03/04/2025,0,,0,0,94018,0,,3200,188.95,1
HO,LC23033000020,LA23032900016,CU016905,DD022073,USD,0,2400,2400,0,Y,30/03/2023,48,48,1,05/04/2027,102,123210005,18,,1,1,3,3,,,,2226.62,0,0,0,0,1063.25,0,,N,1014,N,0,Y,29/08/2024,Y,05/05/2023,A,,,,TMN,29/08/2024,0,,0,0,94052,0,,2400,94.99,5
HO,LC23033000021,LA23032900029,CU017058,DD022270,USD,0,1800,1800,0,Y,30/03/2023,36,36,1,05/04/2026,102,123210005,18,,1,1,3,3,,,,1203.18,0,0,0,0,1097.34,0,,N,1001,N,0,Y,01/04/2026,Y,05/05/2023,A,,,,TMN,01/04/2026,0,,0,0,94043,0,,1800,82.45,5
HO,LC23033000023,LA23032300004,CU013359,DD018167,USD,0,2860,2860,0,Y,30/03/2023,36,36,1,05/04/2026,102,123210005,18,,1,1,3,3,,,,1911.84,0,0,0,0,1626.99,0,,N,1016,N,0,Y,18/07/2025,Y,05/05/2023,A,,,,TMN,18/07/2025,0,,0,0,94103,0,,2860,131,5
HO,LC23033000024,LA23032600019,CU015198,DD020154,USD,0,2700,2700,0,Y,30/03/2023,48,48,1,20/03/2027,102,123210005,18,,1,1,3,3,,,,2471.46,0,0,0,0,1135.59,0,,N,1025,N,20,Y,18/07/2024,Y,20/04/2023,A,,,,TMN,18/07/2024,0,20/03/2024,0,0,94069,0,RepoForSale,2700,,
HO,LC23033000026,LA23032600040,CU015429,DD020388,USD,0,2300,2300,0,Y,30/03/2023,48,48,1,01/04/2027,102,123210005,18,,1,1,3,3,,,,2223.08,0,0,0,0,1466.38,0,,N,1027,N,30,Y,08/05/2025,Y,01/05/2023,A,,,,TMN,08/05/2025,0,01/08/2024,0,0,94069,0,Repossession,2300,93.56,1
HO,LC23033000027,LA23032600036,CU015377,DD020332,USD,0,2700,2700,0,Y,30/03/2023,48,48,1,01/04/2027,102,123210005,18,,1,1,3,3,,,,2493.18,0,0,0,0,438.9120811,0,,N,1027,N,0,Y,17/01/2024,Y,01/05/2023,A,,,,TMN,17/01/2024,0,,0,0,94101,0,RepoForSale,0,0,
HO,LC23033000028,LA23032700059,CU016232,DD021156,USD,0,2278,2278,0,Y,30/03/2023,30,30,1,15/09/2025,102,123210005,18,,1,1,3,3,,,,1198.02,0,0,0,0,947.54,0,,N,1027,N,0,Y,23/10/2024,Y,15/04/2023,A,,,,TMN,23/10/2024,0,,0,0,94063,0,,2278,118.49,15
HO,LC23033000030,LA23032900037,CU017131,DD022366,USD,0,2750,2750,0,Y,30/03/2023,48,48,1,05/04/2027,102,123210005,18,,1,1,3,3,,,,2551.42,0,0,0,0,955.16,0,,N,1020,N,0,Y,27/04/2024,Y,05/05/2023,A,,,,TMN,27/04/2024,0,,0,0,94088,0,RepoForSale,0,0,
HO,LC23033000031,LA23032400057,CU014572,DD019317,USD,0,2700,2700,0,Y,30/03/2023,48,48,1,01/04/2027,102,123210005,18,,1,1,3,3,,,,2462.36,0,0,0,0,517.5605027,0,,N,1024,N,0,Y,17/01/2024,Y,01/05/2023,A,,,,TMN,17/01/2024,0,,0,0,94055,0,RepoForSale,0,0,
HO,LC23033000033,LA23032600037,CU015402,DD020341,USD,0,2700,2700,0,Y,30/03/2023,48,48,1,20/03/2027,102,123210005,18,,1,1,3,3,,,,2471.46,0,0,0,0,1275.53,0,,N,1025,N,30,Y,25/09/2024,Y,20/04/2023,A,,,,TMN,25/09/2024,0,20/10/2023,0,0,94070,0,Repossession,2700,109.84,20
HO,LC23033000034,LA23032700001,CU015580,DD020525,USD,0,2700,2700,0,Y,30/03/2023,48,48,1,01/04/2027,102,123210005,18,,1,1,3,3,,,,2462.36,0,0,0,0,1306.45,0,,N,1024,N,20,Y,29/10/2024,Y,01/05/2023,A,,,,TMN,29/10/2024,0,01/08/2024,0,0,94055,0,Repossession,2700,106.86,1
HO,LC23033000035,LA23032400059,CU014590,DD019344,USD,0,2300,2300,0,Y,30/03/2023,48,48,1,01/04/2027,102,123210005,18,,1,1,3,3,,,,1144.37,0,0,0,0,402.9238898,0,,N,1024,N,0,Y,16/01/2024,Y,01/05/2023,A,,,,TMN,16/01/2024,0,,0,0,94055,0,,0,0,
HO,LC23033000037,LA23032700058,CU016215,DD021136,USD,0,2678,2678,0,Y,30/03/2023,36,36,1,01/04/2026,102,123210005,18,,1,1,3,3,,,,1862.17,0,0,0,0,1408.55,0,,N,1027,N,20,Y,08/02/2025,Y,01/05/2023,A,,,,TMN,08/02/2025,0,01/03/2024,0,0,94063,0,Repossession,2678,125.42,1
HO,LC23033000040,LA23032800021,CU016427,DD021435,USD,0,2850,2850,0,Y,30/03/2023,36,36,1,05/04/2026,102,123210005,18,,1,1,3,3,,,,1905.16,0,0,0,0,1905.16,0,,N,1023,N,0,Y,06/04/2026,Y,05/05/2023,A,,,,MRT,06/04/2026,0,,0,0,94039,0,,2850,130.54,5
HO,LC23033000042,LA23032900034,CU017104,DD022335,USD,0,2950,2950,0,Y,30/03/2023,36,36,1,05/04/2026,102,123210005,18,,1,1,3,3,,,,1972.06,0,0,0,0,920.9,0,,N,1001,N,0,Y,30/03/2024,Y,05/05/2023,A,,,,TMN,30/03/2024,0,,0,0,94043,0,RepoForSale,0,0,
HO,LC23033000043,LA23032800014,CU016335,DD021316,USD,0,1800,1800,0,Y,30/03/2023,36,36,1,01/04/2026,102,123210005,18,,1,1,3,3,,,,1183.32,0,0,0,0,866.0413627,0,,N,1023,N,40,Y,30/12/2024,Y,01/05/2023,A,,,,WOF,30/12/2024,0,01/07/2023,0,0,94039,0,,1800,82.45,1
HO,LC23033000044,LA23032900035,CU017113,DD022341,USD,0,3600,3600,0,Y,30/03/2023,36,36,1,05/04/2026,102,123210005,18,,1,1,3,3,,,,2406.62,0,0,0,0,2406.62,0,,N,1018,N,0,Y,06/04/2026,Y,05/05/2023,A,,,,TMN,21/04/2026,0,,0,0,94093,0,,3600,164.89,5
HO,LC23033000045,LA23033000019,CU017556,DD022925,USD,0,2800,2800,0,Y,30/03/2023,24,24,1,01/04/2025,102,123210005,18,,1,1,3,3,,,,1183.96,0,0,0,0,1183.96,0,,N,1018,N,0,Y,02/04/2025,Y,01/05/2023,A,,,,TMN,05/06/2025,0,,0,0,94093,0,,2800,165.33,1
HO,LC23033000046,LA23032800036,CU016587,DD021605,USD,0,2700,2700,0,Y,30/03/2023,48,48,1,01/04/2027,102,123210005,18,,1,1,3,3,,,,2609.11,0,0,0,0,1228.46,0,,N,1025,N,0,Y,20/08/2024,Y,01/05/2023,A,,,,TMN,20/08/2024,0,,0,0,94066,0,,2700,109.84,1
